Address	Latitude	Longitude
טנא, טנא	31.376132	34.957383
שד בן גוריון 236, עכו	32.8357071	35.0836323
דרך אהרון, זכרון יעקב	32.5650178	34.9577904
אלונים, אלונים	32.721459	35.143399
ההגנה 22, נהריה	33.0206153	35.096942
שטריקר 91, תל אביב - יפו	32.0949184	34.7880281
הפדות, זכרון יעקב	32.5629751	34.9646132
שרונה, שרונה	32.0717666	34.7848085
שירה 4, חדרה	32.4340458	34.9196518
שפינוזה 5, רחובות	31.89695439999999	34.8019955
מקווה ישראל, מקווה ישראל	32.033333	34.783333
מגאר 1, כנרת	32.893471	35.413364
גליל ים, דן	32.158797	34.831876
גמזו, גמזו	31.927217	34.941128
ירושלים, צפת	32.9680096	35.4938254
מזכירות ד.נ. אפרים 82844, עלי	44.8135543	-107.1945002
הרב אוירבך 13, ביתר עילית	31.7010023	35.1119254
מוטה גור 6, דן-דרום	32.85499	35.0924915
שכ' גורדון, בית שאן	32.497103	35.497336
זוהר, זוהר	31.595592	34.692362
וינגייט 150, דן-צפון	33.239637	35.653953
אום אל-גנם, שבלי - אום אל-גנם	32.676312	35.391048
משעול דר 1, דן-דרום	31.9962669	34.7702979
אסיף 85, כרמיאל	32.9141679	35.2759727
אחיעזר, אחיעזר	31.981671	34.871821
פישל אהרן 29, ירושלים	31.7945351	35.2202451
אום אל-פחם 1, אום אל-פחם	32.517127	35.148529
קדושת לוי 64, ביתר עילית	31.7019083	35.10883
הרב קוק 102, קרית מוצקין	32.8325726	35.072904
שד האורנים רמת אפעל, דן	32.041414	34.833064
, יגור	32.741532	35.076826
מאיר גרשון 91 פ.זאב מזרח, ירושלים	31.8188122	35.2516631
נשר 1, עכו	32.9259771	35.0882517
"מצפה אבי""ב, מצפה אבי""ב"	32.837951	35.201059
ארלוזורוב 9, גבעת שמואל	32.0736882	34.8448189
אשכולות, באר שבע	31.2521018	34.7867691
אילניה מועדון חדש, אילניה	32.753908	35.408188
אבני נזר 59, מודיעין עילית	31.9305958	35.0397472
"פיק""א 14, טבריה"	32.792896	35.530556
כיח 3 מחנה יהודה, ירושלים	31.78461309999999	35.2144297
שקד 17, נהריה	32.9880313	35.0882565
לילינבלום 6, גדרה	31.81778	34.777593
צבי שפירא 12, תל אביב - יפו	32.07548	34.777239
הבנים 5, פתח תקווה	32.0952877	34.8835933
צונדק 1, ירושלים	31.8124395	35.1952224
5029 33 רח, נצרת	32.7062925	35.2850547
מבצע עזרא 27, חדרה	32.4359959	34.884853
יהודה הנשיא 6, תל-אביב	32.1153312	34.794921
נחף, נחף	32.934675	35.31652
אילניה 1, אילניה	32.753908	35.408188
גורדון 26, גבעתיים	32.0769079	34.81011820000001
סמדר 12, פתח תקווה	32.04524	34.8863373
לוחמי הגטאות 7, ירושלים	31.8013751	35.2395233
חפץ חיים, נתיבות	31.4236739	34.5961953
ארז 11, גדרה	31.8027921	34.7864209
מנחם אריאב, יזרעאל	32.7035537	35.3170813
כפר גדעון, כפר גדעון	32.644579	35.289278
גאליה, גאליה	31.885644	34.765351
עין דור, יזרעאל	32.655468	35.416388
בית ניר, בית ניר	31.647627	34.873107
שד ביאליק 23, קריות	32.8385063	35.064224
בלפוריה, בלפוריה	32.629988	35.296281
נתיבות המשפט 115, מודיעין עילית	31.9292461	35.0388569
הגלבוע 6, יבנה	31.8727515	34.7511605
הרב משאש 1, חיפה	32.7932023	35.0201014
דיזנגוף 200, תל אביב - יפו	32.0862217	34.7749484
השומרון, אבן יהודה	32.2640546	34.8862635
הרב חורי, נתיבות	31.4259386	34.5965093
גאולה 30, נס ציונה	31.9324946	34.810171
הצפצפה 6, יהודה	31.9512433	34.9315856
שכ דרומית שכונה דרומית, נצרת עילית	32.694631	35.316235
מושיירפה, מעלה עירון	32.5528783	35.1584111
קפלן, לוד	31.942854	34.885011
בן יהודה 77, כפר סבא	32.1840966	34.9287819
לויד ג'ורג 11 ', תל אביב - יפו	32.0659913	34.7818875
נצרת צפאפרה 9201, נצרת	32.711628	35.299418
שער האריות 16, דן-דרום	32.0060656	34.7944895
קצות החושן 2 א, מרכז-דרום	31.9413834	34.8300372
בן גוריון שכון בן גוריון, לוד	31.942371	34.88873299999999
בגין מנחם 42, בית דגן	32.0024668	34.8323001
מאיר גרשון 62 פ.זאב מזרח, ירושלים	31.8188871	35.2515828
אעבלין 1, כרמיאל	32.829454	35.180942
הגדוד העברי 48, חיפה	32.8245	35.0692271
רובינשטיין יצחק 14, תל אביב - יפו	32.0351582	34.7557675
איגרות משה 14, יהודה	31.808994	35.2243706
שבטי ישראל 53, תל-אביב	32.0458305	34.7550709
ירדן 51, יקנעם עילית	32.6431078	35.0866788
אשל אברהם 17, דן	32.08333	34.8434025
אלפעל 4, רמלה-לוד	31.9489536	34.8855057
הירקון 842, תל אביב - יפו	32.0815255	34.7684041
אחוזה 269, מרכז-צפון	32.1836543	34.8530601
"צה""ל 4, אופקים"	31.311546	34.6186866
ביבאס 99, כנרת	32.8244321	35.5879975
בלפור 12, תל אביב - יפו	32.0675962	34.7731083
אתגר, אתגר	32.859351	35.256072
העוגב 1, יהודה	31.9682107	34.7737399
ירושלים 11, איילון	31.768319	35.21371
רייך לאון 3, השרון (נתניה)	32.3405636	34.8573491
רח' קיבוץ גלויות שכון דרום, זכרון יעקב	32.5608244	34.9610183
עלומים, עלומים	31.453049	34.514711
שינקין 18, רחובות	31.8943652	34.8115292
כאבול, כרמיאל	32.8699737	35.2054376
א ל זיסו 9, הרצליה	32.1775698	34.8536646
שכ שרפה, אום אל-פחם	32.516816	35.165234
זמיר 12, השרון (נתניה)	32.304553	34.8827848
שד החוצבים 6, מבשרת ציון	31.7933776	35.1467003
קהילת ורשה 21, תל אביב - יפו	32.111982	34.818595
הרקפת 31, רחובות	31.8764643	34.8118114
הנוטרים 11, דן	31.7555651	35.1962283
בני יששכר 5, השרון (נתניה)	32.3433937	34.8555171
רבין יצחק 11, קרית אונו	32.0667165	34.86576
אבירים, עכו	32.9221847	35.0693227
ירושלים הבירה 2, בית שאן	32.4985465	35.4974549
נווה מבטח נווה מבטח, כנות	31.806767	34.741231
קדם 04, תל אביב - יפו	32.0486423	34.7501105
"חידושי הרי""ם 10, תל אביב - יפו"	32.0430133	34.7550455
בן שמן (כפר נוער) בן שמן (כפר נוער) 9999, מרכז-דרום	31.95966499999999	34.929056
עירם צילה 10, חיפה	32.8008224	35.0071441
תל חי 3, דן	33.2358038	35.5781811
יצחק שדה 22, הרצליה	32.1636897	34.8559281
הר נבו 4, תל-אביב	32.0889756	34.7818038
ניצנה 13, איילון	30.885983	34.4225689
רשי 5, רעננה	32.1776123	34.8843329
שדה יצחק 9, רמלה-לוד	31.9578188	34.894837
הגלגל 44, רמת גן	32.0802467	34.8237156
כרכם, כרכום	32.928271	35.606331
עין השופט, יזרעאל	32.596811	35.100445
הרב ניסנבוים יצחק 2, בת ים	32.0227896	34.790598
אליקים, אליקים	32.633345	35.067613
מור 2, רמלה-לוד	31.931566	34.872938
גלבוע ת.ד. 58, בית שאן	32.496846	35.49333
אשכול לוי 2, פתח תקווה	32.0763289	34.8818232
אעבלין, עכו	32.821799	35.19012
נתיבות המשפט 111, מרכז-דרום	31.9288297	35.0386013
הגלעד 3, השרון (נתניה)	32.3093182	34.8724276
זרחיה, אשקלון	31.681742	34.746419
ירושלים, עפולה	32.6001706	35.2895637
בני ציון, השרון (נתניה)	32.219839	34.868378
חוסן, חוסן	32.997699	35.298723
שטרן אברהם 3, ירושלים	31.7566579	35.1810964
שד שפירא 7 א, אשקלון	31.6590088	34.5549043
יצהר, מרכז-צפון	32.168529	35.235944
עין חרוד אחוד ד.נ גלבוע, עין חרוד )איחוד(	32.563099	35.391666
הושעיה, הושעיה	32.757927	35.29522499999999
הרי גולן 2, אשקלון	31.7826122	34.6312936
חפץ חיים חפץ חיים, גני טל	31.789319	34.799739
שטרן יאיר 20, חיפה	32.8262407	34.9642856
נחושה, נחושה	31.628848	34.952732
נופית, נופית	32.763374	35.148316
ברכת חאמד 10, כרמיאל	32.9709246	35.3787011
נחשון 6, כפר סבא	32.1748079	34.9052983
זלמן שזר, קרית ים	32.8414509	35.0635154
הר עמשא הר עמשא, מחנה יתיר	31.3302778	35.0961111
שבטי ישראל 27, ירושלים	31.78370409999999	35.2245094
בגין מנחם 6, רחובות	31.9021923	34.8252074
הפועלים כניסה לשיכון, נצרת	32.699635	35.303546
נווה מיכאל, יהודה	31.673049	35.00671
מימון 4, פתח תקווה	32.084041	34.887762
נחליאל ד.נ. מודיעין, נחליאל	31.895623	34.9933439
"רמב""ם 11, קרית ים"	32.8511	35.073176
הכנסת 19, חדרה	32.446614	34.9031469
הנרייטה סאלד 5, אשקלון	31.664862	34.5871193
קליה, קליה	31.749896	35.466131
לביא, כנרת	32.787648	35.440717
גולדמן נחום 3, תל-אביב	32.0570862	34.7577113
גנות הדר, השרון (נתניה)	32.32174	34.900715
שד הרצל 137, ירושלים	31.7770087	35.1861425
בארי, באר שבע	31.2437491	34.7882218
יוספטל 25, קרית מוצקין	32.8377192	35.0796308
עמק דותן 11, רמלה-לוד	31.8983502	35.0231548
קרן היסוד 12, איילון	32.0047844	34.7512257
התבור 1, דן-דרום	32.0200534	34.7850965
נדוני קהיר 14, דן	30.0444196	31.2357116
ברנדיס לואי 8, חולון	32.0114334	34.791122
אלעזר דוד 214, צפת	32.959142	35.489805
המלך רחבעם 11, אשקלון	31.7793417	34.6427426
שכ הורד, באר שבע	31.25309	34.776551
רותם רובע ח', אשדוד	31.7890746	34.6537432
שכ 6, חורה	31.289593	34.941354
לפידות, לפידות	32.959801	35.260956
ש מסגד אבו עובדיה, אום אל-פחם	32.516898	35.153272
שפרינצק, עכו	33.004003	35.101965
כרמל 3, איילון	32.0864477	34.7987078
הגפן, מרכז-דרום	31.9305969	34.9407746
הצנחנים שכונת כהן, טירת כרמל	32.7572062	34.9736163
בארות יצחק, פתח תקווה	32.042025	34.910221
דרך צרפת 85, חיפה	32.8228324	34.9666601
לוינסקי 4, מרכז-צפון	32.1849204	34.9010785
גאולה 12, כפר סבא	32.175916	34.8997858
בני דקלים, אשקלון	31.517188	34.917033
מסד, כנרת	32.844172	35.423166
הצנחנים 15, קריות	32.841667	35.071389
חטיבת יפתח 48, כרמיאל	32.9039173	35.2779312
ניצני סיני ניצני סיני, באר מילכה	30.903428	34.396679
קטורה, קטורה	29.97088699999999	35.06135500000001
"רמב""ם 1, נהריה"	33.0094579	35.1068731
בן צבי 24 א, קריות	31.7488077	34.989242
זבוטינסקי, נתיבות	31.425696	34.589046
המתמיד 37, רמת גן	32.0802991	34.8063105
שד בורוכוב 34, קריות	32.8088763	35.1108411
מקור ברוך 13, קריות	32.841667	35.071389
דישון, צפת	33.082318	35.517572
טלמון, טלמון	31.93947499999999	35.133131
נחשולים, חדרה	32.61309	34.92225
יערה, עכו	32.925085	35.087865
עולש, השרון (נתניה)	32.331969	34.98532100000001
הגפן 6, רמלה-לוד	31.9262535	34.8539765
גלעד (אבן יצחק), יזרעאל	32.558075	35.076559
נחל שורק 8, יהודה	31.85223408533552	34.95024892764607
איסרליש 5 מונטיפיורי, תל אביב - יפו	32.0715705	34.7906308
שבו 501, ירושלים	31.731716	35.184886
יוספטל 42, קרית ים	32.8541299	35.0678796
דב גרונר 31, נתניה	32.3182803	34.8593037
הרימון 2, גבעת שמואל	32.083561	34.848984
מבצע אסף 3, כרמיאל	32.9093061	35.2803335
הדרור, יבנה	31.8747169	34.7440634
האורנים 1, מעלות-תרשיחא	33.0117993	35.2834915
נתיבות המשפט 5, רמלה-לוד	31.931566	34.872938
מסילת יוסף 48 ב, מרכז-דרום	31.9271981	35.0423011
אריק איינשטיין 1, באר שבע	31.2548991	34.7917081
איכסאל 50, יזרעאל	32.697159	35.3021215
חירות, השרון (נתניה)	32.240973	34.914127
אורליאן 3, דן	47.902964	1.909251
הגליל 39, פתח תקווה	32.0569599	34.8752066
ההסתדרות 18, השרון (נתניה)	32.335049	34.855921
יהודה הנשיא 26, קרית אתא	32.8021751	35.1065154
בן דוד, אשקלון	31.6679249	34.590697
בת הדר, בת הדר	31.648125	34.597146
רח 7040 41, נצרת	32.7168248	35.2940433
גבעת ברנר, רחובות	31.86661	34.802254
חזון איש 1, כנרת	32.8244321	35.5879975
ש נווה דקלים 54, ראשון לציון	31.9802294	34.7594749
קרית ספר 10, באר שבע	31.2521018	34.7867691
מיכלשוילי רובע ו', אשדוד	31.794992	34.654283
בני דרור, השרון (נתניה)	32.261795	34.901791
יצחק שדה 1, איילון	32.0899334	34.8776955
שני 60, מודיעין-מכבים-רע	31.90912	35.002462
"ביל""ו 15, מרכז-צפון"	32.1788773	34.8665983
אחד העם 22, עכו	32.9385414	35.0922308
דרך אפרתה 25, מרכז-צפון	32.1034225	35.194847
ברזילי שכונת אשכול, רמלה	31.9295076	34.858171
דרך ההדרים 20, שדה ורבורג	32.2031408	34.9112747
שטיינברג 01 שכונת דניה, רחובות	31.8914419	34.8195676
מאפו 7, חיפה	32.7869226	34.9844075
"צה""ל 7, מרכז-צפון"	32.1002501	34.948626
שביל האספרגוס 33, תל אביב - יפו	32.0683537	34.8015008
גת (קיבוץ), אשקלון	31.627796	34.794112
פרדס חנה-כרכור דרך הבנ, נווה אבות	32.4728028	34.9742001
הכלנית 19, אשדוד	31.7864241	34.6498757
בת עין, יהודה	31.657653	35.101101
הרב קוק 30, דן-צפון	33.01314	35.283295
דיזרעאלי 11, לוד	31.94701169999999	34.8834469
ראמה, ראמה	32.937112	35.366984
בן שמן כפר הנוער, בן שמן )כפר נוער(	31.95966499999999	34.929056
קלאוזנר 15, באר שבע	31.2681057	34.7989118
נחל שניר 1, אשקלון	31.67879289999999	34.5821323
מימון הרב 23, חיפה	32.7848317	35.0231075
הוז דב 25, מרכז-צפון	32.33630420000001	34.8696941
הראשונים 29, מרכז-צפון	32.168915	34.9209547
מבצע משה 10, רמלה-לוד	31.9278407	34.8597762
נחשונים 1, נחשונים	32.063236	34.947011
הגלעדי 5, רמלה-לוד	31.9245407	34.8718969
רמת רזים רמת רזים, צפת	32.964241	35.512016
צהל 14 ק.אליעזר, חיפה	32.8247084	34.9814684
קהילות יעקב 65, בני ברק	32.0710229	34.8385928
שכ עין איברהים, חדרה	32.517127	35.148529
ההסתדרות 02, חולון	32.0184567	34.7653331
דרובין יואל 37, רחובות	31.9552708	34.8000982
הדרור 33, ראש העין	32.1019655	34.9630759
אלעזר המודעי 23, ביתר עילית	31.697023	35.1202165
גן שורק, גן שורק	31.944011	34.758322
מסד מסד, כנרת	32.844172	35.423166
בן דור, נשר	32.776205	35.03501
גינת החולה 52, מרכז-דרום	31.8959402	35.0193816
חגור, חגור	32.138591	34.947614
ירכא 1, עכו	32.953492	35.21199
ביר א סכה 1, זמר	32.3618377	35.0292105
נחל שילה 3, מרכז-צפון	32.2422581	34.997415
מסילת ישרים 81 מחנה יהודה, ירושלים	31.7865467	35.21297819999999
רבי צדקה יהודה 10, בית שמש	31.7442192	34.9985241
אשתאול, יהודה	31.780385	35.010102
ג'ת, חדרה	32.39693	35.035914
גדעון 41 בקעה, ירושלים	31.7607844	35.2180079
זית 2, באר שבע	31.2521018	34.7867691
שזור, כרמיאל	32.933936	35.354523
רמז 31, חולון	32.0098803	34.7692189
1006 5 רח, נצרת	32.6862155	35.2843253
הרב הרטום שמואל 33, נתניה	32.2968315	34.8568395
דרך הטייסים, אופקים	31.3029879	34.6296218
כמהין כמהין, באר שבע	30.910327	34.430725
הלל 03, ירושלים	31.7805524	35.2162603
אנה פרנק 4, כפר סבא	32.1740593	34.9029235
בן שמן (מושב), בן שמן (מושב)	31.95377319999999	34.9205455
אבי אורן 1, פתח תקווה	32.081446	34.867483
דרור 12, ראשון לציון	31.9656264	34.8066869
האספרגוס 33, תל-אביב	32.0683537	34.8015008
אחד העם 95, רמת גן	32.0519521	34.8213314
"דרך ניל""י 24, חדרה"	32.4429152	34.924002
הנשיא ויצמן, טבריה	32.7793706	35.5092445
משעול סביון, עכו	32.933052	35.082678
ירושלים 1, נתניה	32.326091	34.8511179
שירת הים 2, ירושלים	31.8181387	35.1994965
שחר 19, ירושלים	31.768319	35.21371
מגדל שרשן 17, תל אביב - יפו	32.1181391	34.8138165
גבעת חיים (מאוחד), השרון (נתניה)	32.392148	34.929447
אטרש (שבט), אטרש (שבט)	31.264161	34.948716
חרמון 52, ראש העין	32.093044	34.9629281
עזריאל 01, רמת גן	32.0501416	34.815766
נווה דניאל, נווה דניאל	31.67632	35.143293
הרב אלנקווה 18, תל-אביב	32.04787510000001	34.8015195
המלך שלמה 27, אשדוד	31.7765054	34.6473685
עפרוני 10, עכו	32.9442125	35.0794699
עמק בית שאן 60, רמלה-לוד	31.9144287	34.9978104
יעד, כרמיאל	32.881225	35.24064
יאיר, אשדוד	31.8124543	34.6458959
הפרג 24, מעלה אדומים	31.7701959	35.3084512
החפץ חיים 801, השרון (נתניה)	32.295529	34.845811
נווה אלון, נהריה	33.021289	35.095256
זית 2, נתיבות	31.414195	34.5836875
נויפלד 8, דן-צפון	33.239637	35.653953
גרינבוים 2, עכו	32.933052	35.082678
בית צבי 1, חדרה	32.4344449	34.9191743
משמר הנגב, באר שבע	31.364796	34.71796800000001
אופסטרלנד, רעננה	32.1798223	34.8701945
גילון, עכו	32.904338	35.232191
באקה אל-גרביה, באקה-ג'ת	32.4045594	35.047091
שכ 32, באר שבע	31.25309	34.776551
סעדיה גאון 8, פתח תקווה	32.0873983	34.8796448
בן יאיר 82, ערד	31.2548524	35.2013407
הדעת 87, באר שבע	31.2695614	34.802773
טל-אל, טל-אל	32.927306	35.182499
מועדון לחבר, נירית	32.146206	34.984822
גרונר דב 13, השרון (נתניה)	32.3187293	34.8601963
צ'רניאבסקי 20, חיפה	32.7900349	35.0128705
הנשיא יצחק בן צבי 29, דן	32.1859825	34.8129538
עוקבי (בנו עוקבה), באר שבע	31.283211	34.930794
הגפן, רמלה-לוד	31.9305969	34.9407746
דרך האגם, באר שבע	31.260789	34.8402008
באקה אל-גרביה, חדרה	32.422891	35.035764
קרית גת, קרית גת	31.611148	34.768459
נויפלד 10 א, דן	32.0972612	34.8414767
ירדנה ד.נ עמק בית שאן, ירדנה	32.565357	35.565978
שדה צבי, שדה צבי	31.448747	34.713234
הרב חפוטא יאיר 4, פתח תקווה	32.0986861	34.8943364
הבונים 13, קרית טבעון	32.7084496	35.1301219
מגידו 4, באר שבע	31.2436741	34.7765178
קרסל גצל 2, חולון	31.996632	34.769459
לוטן, לוטן	29.988263	35.086776
כפר עציון, כפר עציון	31.649486	35.115234
הרב ציוני פרץ 27, יזרעאל	32.562589	35.319425
אנדרסון 8, פתח תקווה	32.0900543	34.873446
"צה""ל 9, צפת"	32.9630206	35.491265
שדמות מחולה, שדמות מחולה	32.347731	35.530587
ברכה שמעון 12, השרון (נתניה)	32.3339487	34.8696248
בלפוריה, יזרעאל	32.629988	35.296281
מקלף מרדכי 1, חולון	31.9989304	34.7691386
חצב 2, קריות	32.841667	35.071389
ירדן, יקנעם עילית	32.6426326	35.086408
אלומות, אלומות	32.706628	35.546088
טירת יהודה, טירת יהודה	32.014833	34.935878
רח 6027 8, נצרת	32.699635	35.303546
אחיעזר 8, בני ברק	32.0878206	34.8292638
אביגדורי 3, ירושלים	31.7855332	35.2195409
תל-חי 201, כפר סבא	32.1830442	34.9163495
שכ זאב, נצרת עילית	32.703356	35.328096
הגפן 51 הדר תחתון, חיפה	32.818527	34.9853872
רמת יזרעאל 5, יזרעאל	32.6749051	35.2365385
גרניט 3, באר שבע	31.2521018	34.7867691
יורדי הים 36, מרכז-צפון	32.1476441	34.8761298
חרמון 4, נצרת עילית	32.7068167	35.318511
טשרניחובסקי 1, רחובות	31.8824932	34.8097185
רהט אלאח'א, באר שבע	31.394548	34.753934
רייק חביבה 3, דן-דרום	31.2576294	34.8081134
עזר, אשקלון	31.736151	34.671447
שמאי 9, פתח תקווה	32.084041	34.887762
שושנת העמקים, שושנת העמקים	32.354794	34.856814
רם-און, יזרעאל	32.528742	35.258657
שורשים, כרמיאל	32.892651	35.25856
פינקס עפולה עילית, עפולה	32.6328414	35.325233
הררית, עכו	32.845696	35.369257
קדושת לוי 64, יהודה	31.7019083	35.10883
דרך בית לחם 117, ירושלים	31.7483035	35.2168808
רביבים, באר שבע	31.045195	34.72108600000001
אשד 25, באר שבע	31.2450665	34.7895145
גרינבוים 14, עכו	32.933052	35.082678
יוחנן זכאי 33, ירושלים	31.768319	35.21371
רימלט אלימלך 7, רמת גן	32.0865065	34.815974
המפלס, כפר סבא	32.1777114	34.9166294
שדה צבי, באר שבע	31.448747	34.713234
שד ששת הימים 6, תל אביב - יפו	32.0465422	34.8103656
שטיינברג 24, קרית אתא	32.8017493	35.0951986
בעל שם טוב 3, קרית אתא	32.8007953	35.107155
יוחנן בן זכאי 5, תל-אביב	32.0652689	34.7745907
לוחמי הגיטאות לוחמי הגיטאות, עכו	32.9276164	35.0750884
ברק בן אבינועם 12, השרון (נתניה)	32.3334108	34.8687844
שד איתמר בן אבי, נתניה	32.3197982	34.8472664
ירדן 51, יזרעאל	32.562589	35.319425
קרית נטפים, קרית נטפים	32.117299	35.112115
צמח צדק 4, רמלה-לוד	31.9431727	34.8756723
הבילוים 23, גדרה	31.8150718	34.77457190000001
השקמה 28, איילון	32.0137026	34.7442514
טלמון ד.נ. מודיעין, טלמון	31.938316	35.130802
מנחם אריאב 55, יזרעאל	32.7035537	35.3170813
כרמיה, כרמיה	31.60269499999999	34.540413
הפורצים 61, פתח תקווה	32.0877817	34.8776414
ע'ג'ר, ע'ג'ר	33.272607	35.623637
א בן אליעזר 51, רמת גן	32.0615057	34.8316548
הרב הירש 72, בני ברק	32.0804993	34.8311056
שד הרצל, דימונה	31.067382	35.029547
כפר יאסיף 3, כפר יאסיף	32.9520318	35.1599957
הגבורה, אשקלון	31.665098	34.565005
פרץ מרקיש 5, חיפה	32.7943101	35.0088459
גאון הירדן 2, אשקלון	31.6687885	34.5742523
אשדות יעקב איחוד חדר אוכל, אשדות יעקב)איחוד(	32.65877	35.579637
רקם 2, ירושלים	31.753211	35.1875169
הנריטה סולד 4, בת ים	32.0175801	34.7601604
מבוא חמה, מבוא חמה	32.736701	35.655207
גבולות, באר שבע	31.2438364	34.7714866
עראמשה 1, עראמשה	33.083195	35.224087
אחוה, אחווה	31.742893	34.767848
הנשיא אפרידר, אשקלון	31.6691698	34.5630158
גאולה 12, מרכז-צפון	32.1741409	34.8995933
שדה יצחק, שדה יצחק	32.404959	34.992168
בר אילן 73, בת ים	32.0115337	34.7451218
זנגויל 25, ירושלים	31.7638379	35.1779611
מנרה, מנרה	33.195375	35.543728
עמישב צאלח שלום 33, פתח תקווה	32.0748954	34.9104417
"הרי""ף 7, קרית יערים"	31.8018136	35.0964863
"לח""י 36, רחובות"	31.8907904	34.8226698
יצחק אלחנן 13, דן-צפון	33.239637	35.653953
עין חרוד (מאוחד), יזרעאל	32.556806	35.392995
ברקת 4, אשקלון	31.6905384	34.5692561
בורג יוסף 33, באר שבע	31.2324307	34.7694746
חורה חורה, חורה	31.300399	34.935688
הזית 86, חדרה	32.4212658	34.9198724
הסוללים, יזרעאל	32.751802	35.238022
הרב קוק 4, אשדוד	31.8086269	34.6529243
אלאח'ווה 1, חדרה	32.4340458	34.9196518
הרצוג 2, קדימה-צורן	32.2823353	34.9123462
גבריאלוב 20, רחובות	31.8870616	34.7857099
אביעזר, אביעזר	31.681996	35.018821
טשרנא 7, תל-אביב	32.0852999	34.78176759999999
אחד במאי 56, דן-דרום	32.0157133	34.7680804
חיבת ציון 18, דן-צפון	33.239637	35.653953
נווה מיכאל, נווה מיכאל	31.673049	35.00671
שתולה, שתולה	33.085919	35.315627
כפר מנדא, כרמיאל	32.914671	35.292417
הר סיני 34, דן-צפון	33.239637	35.653953
ההגנה, ירוחם	30.9921454	34.9315438
הרקפת, גני יוחנן	31.8591737	34.8424862
ספיר 9, עכו	32.933052	35.082678
הנביאים 14, תל-אביב	32.0758435	34.778351
החשמונאים 15, רמת גן	32.0826793	34.8098297
נצאצרה (שבט), באר שבע	31.247033	35.032332
אוהלי יוסף 15, ירושלים	31.7963527	35.2161348
כפר מרדכי, רחובות	31.831504	34.756643
גבעת התחמושת 23, דן-דרום	32.0058736	34.7907358
שד עמק האלה 3, אשקלון	31.647696	34.560792
שפירא חיים משה 13, רמלה-לוד	31.931566	34.872938
שד יצחק רבין 32, מרכז-דרום	32.2944797	34.9360131
אמץ, אומץ	32.369216	34.993129
הלל 17, ירושלים	31.780481	35.2173284
הלוטם 6, נשר	32.76605970000001	35.0437422
הניצנים 4, מגדל העמק	32.685496	35.2329625
השופטים 32, דן	32.076191	34.781782
הנמל 56 עיר תחתית, חיפה	32.8211464	34.9979543
מבוא השרביטן 8, אשדוד	31.7876633	34.6541196
טייבה (בעמק), טייבה (בעמק)	32.604701	35.444573
דמיידה, כרמיאל	32.8149647	35.2265642
פוריידיס 1, פוריידיס	32.597351	34.951899
נורוק 11, השרון (נתניה)	32.3407097	34.8554709
שכ 3 38, שגב-שלום	31.1996901	34.8341094
, מכבים-רעות	31.890267	35.010397
עלי זהב, עלי זהב	32.072227	35.064135
שלומציון המלכה 56, תל אביב - יפו	32.095211	34.7902515
כפר תבור שכ המיסדים 1, כנרת	32.6861078	35.4219536
הרצל 25, קרית עקרון	31.8588242	34.8231737
המיסדים 74, אבן יהודה	32.2699512	34.8866868
רופין, קריות	32.3423801	34.9122632
יסעור, יסעור	32.901145	35.166641
הדר, נתניה	32.3270101	34.8540405
עין חוד, עין חוד	32.691361	34.999058
פלומניק יעקב 1, רמלה-לוד	31.953142	34.8933488
רכסים 11, יהודה	32.749265	35.099581
עתניאל, עתניאל	31.438812	35.028163
כפר קאסם, מרכז-צפון	32.114093	34.972767
יהושפט 42, עכו	32.9284349	35.0777421
שד' בן גוריון 21, באר שבע	31.25881069999999	34.811044
בר יוחאי, צפת	32.970329	35.492832
חיים משה שפירא, לוד	31.9482084	34.9014148
הר סיני 34, הרצליה	32.1733546	34.85591000000001
לוזית, יהודה	31.688209	34.888222
הצפצפה 8, מעלה אדומים	31.7683823	35.3011031
דרובין יואל 35, ראשון לציון	31.9563654	34.7998394
לקייה, אסד	31.332164	34.860437
ביבאס 99, טבריה	32.7864094	35.5389007
דן 20, מודיעין-מכבים-רעו	31.8904222	35.00335159999999
שפר, שפר	32.944553	35.437848
רשי 221 שכון ו, ראש העין	32.095838	34.952177
פוקס, רחובות	31.8927547	34.8063191
יצהר, יצהר	32.168529	35.235944
מעלה עמוס, מעלה עמוס	31.596887	35.22936500000001
נופים, נופים	32.155458	35.09984
אלחדיף 9, טבריה	32.7928161	35.5349879
הדדי משה 9, איילון	32.0300689	34.8448767
הרב מדר זכריה, רחובות	31.8883105	34.8160947
דהומיי 6, ירושלים	31.756478	35.1660279
רבי עקיבא 12, באר שבע	31.259357	34.7936371
"רמב""ם 1, אליכין"	32.1636867	34.8428502
צליל 7, חדרה	32.4340458	34.9196518
האיריס 3, השרון (נתניה)	32.2712184	34.8415185
דרך מצפה נבו 103, מעלה אדומים	31.7901553	35.3008869
אשדות יעקב (מאוח, אשדות יעקב (מאוח	32.664808	35.582769
לוין גוטל 22 א, חיפה	32.808706	35.0090821
רמז, גדרה	31.8143716	34.778517
נתיבות המשפט 75, רמלה-לוד	31.9254293	35.0439693
הפרדס, דן-דרום	32.4865359	34.9582742
קהילות יעקב 65, דן-צפון	32.0710229	34.8385928
חלמיש, חלמיש	32.008313	35.128876
כפר חסידים א', קריות	32.752262	35.094212
שחרות, באר שבע	29.904093	34.999173
ככר זלמן ארן 11 רמת אשכול, ירושלים	31.8019002	35.2275105
נועם, נועם	31.568567	34.788161
